pCONS,biorep,sample,normalized_freq,log_freq,plant,fluor,tech,ensemb_lab
35s,Rep1,LR2,3.677220818578152,1.8786158135556779,Lettuce,DSRed,Tech2,35s
35s,Rep2,LR,3.4250639995495122,1.7761309460206256,Lettuce,DSRed,Tech1,35s
35s,Rep2,LR2,3.2070675373882476,1.6812547357032095,Lettuce,DSRed,Tech2,35s
35s,Rep3,LR,4.053925438694444,2.0193195544646567,Lettuce,DSRed,Tech1,35s
35s,Rep3,LR2,4.029675144553388,2.010663539440012,Lettuce,DSRed,Tech2,35s
35s,Rep4,LR,3.362190084368813,1.7494012909108045,Lettuce,DSRed,Tech1,35s
35s,Rep4,LR2,3.2495810488238357,1.7002537311426922,Lettuce,DSRed,Tech2,35s
35s,Rep5,LR,3.1443424886342934,1.652758367642223,Lettuce,DSRed,Tech1,35s
35s,Rep5,LR2,3.039215971479685,1.603699198687695,Lettuce,DSRed,Tech2,35s
35s,Rep6,LR,3.018465428454694,1.5938152775519652,Lettuce,DSRed,Tech1,35s
35s,Rep6,LR2,2.9131029362587886,1.542556680883096,Lettuce,DSRed,Tech2,35s
PNOS,Rep1,LR,1.2457406332846237,0.3170037264479948,Lettuce,DSRed,Tech1,PNOS
PNOS,Rep1,LR2,1.2222857217424914,0.2895815692467775,Lettuce,DSRed,Tech2,PNOS
PNOS,Rep2,LR,0.9432360125285261,-0.08430929376170844,Lettuce,DSRed,Tech1,PNOS
PNOS,Rep2,LR2,0.847663906205686,-0.2384357368958723,Lettuce,DSRed,Tech2,PNOS
PNOS,Rep3,LR,1.4593907870903382,0.5453662513893232,Lettuce,DSRed,Tech1,PNOS
PNOS,Rep3,LR2,1.6109913980105552,0.6879487907045402,Lettuce,DSRed,Tech2,PNOS
PNOS,Rep4,LR,0.7716673477998627,-0.37394903380102196,Lettuce,DSRed,Tech1,PNOS
PNOS,Rep4,LR2,0.7572730487733276,-0.4011145105495409,Lettuce,DSRed,Tech2,PNOS
PNOS,Rep5,LR,0.9421382217788846,-0.08598936069018051,Lettuce,DSRed,Tech1,PNOS
PNOS,Rep5,LR2,0.9106776550702693,-0.134987609165178,Lettuce,DSRed,Tech2,PNOS
PNOS,Rep6,LR,0.9013656681930226,-0.1498155941029289,Lettuce,DSRed,Tech1,PNOS
PNOS,Rep6,LR2,0.9154114151878749,-0.12750781241759304,Lettuce,DSRed,Tech2,PNOS
pCH1,Rep1,LR,0.39275671593657246,-1.348292149818435,Lettuce,DSRed,Tech1,pCH1-5
pCH1,Rep1,LR2,0.4259630614871247,-1.2311997661261822,Lettuce,DSRed,Tech2,pCH1-5
pCH1,Rep2,LR,0.3538864533277181,-1.4986415580210282,Lettuce,DSRed,Tech1,pCH1-5
pCH1,Rep2,LR2,0.33772132599630594,-1.5660948111958746,Lettuce,DSRed,Tech2,pCH1-5
pCH1,Rep3,LR,0.585226522495314,-0.7729329409178181,Lettuce,DSRed,Tech1,pCH1-5
pCH1,Rep3,LR2,0.6646504928664375,-0.5893321975225907,Lettuce,DSRed,Tech2,pCH1-5
pCH1,Rep4,LR,0.36923210265892104,-1.4374001022141298,Lettuce,DSRed,Tech1,pCH1-5
pCH1,Rep4,LR2,0.3354443067010468,-1.5758548370040957,Lettuce,DSRed,Tech2,pCH1-5
pCH1,Rep5,LR,0.36047385805710996,-1.4720334573876832,Lettuce,DSRed,Tech1,pCH1-5
pCH1,Rep5,LR2,0.37881290901188674,-1.4004425997460537,Lettuce,DSRed,Tech2,pCH1-5
pCH1,Rep6,LR,0.404468656634399,-1.3059001862250388,Lettuce,DSRed,Tech1,pCH1-5
pCH1,Rep6,LR2,0.38181171250379914,-1.3890667351733568,Lettuce,DSRed,Tech2,pCH1-5
pCH2,Rep1,LR,0.3093317886835585,-1.692772994342311,Lettuce,DSRed,Tech1,pCH1-5
pCH2,Rep1,LR2,0.37005628598090534,-1.4341833719035102,Lettuce,DSRed,Tech2,pCH1-5
pCH2,Rep2,LR,0.28503826321992404,-1.8107724968298817,Lettuce,DSRed,Tech1,pCH1-5
pCH2,Rep2,LR2,0.28178652807458066,-1.8273254553639826,Lettuce,DSRed,Tech2,pCH1-5
pCH2,Rep3,LR,0.5983354305839935,-0.7409735998129562,Lettuce,DSRed,Tech1,pCH1-5
pCH2,Rep3,LR2,0.784778085884885,-0.3496433385323147,Lettuce,DSRed,Tech2,pCH1-5
pCH2,Rep4,LR,0.2682873426847409,-1.8981491024458448,Lettuce,DSRed,Tech1,pCH1-5
pCH2,Rep4,LR2,0.28741613574020297,-1.7987870369233188,Lettuce,DSRed,Tech2,pCH1-5
pCH2,Rep5,LR,0.30867034879887706,-1.695861192094297,Lettuce,DSRed,Tech1,pCH1-5
pCH2,Rep5,LR2,0.32285836741514234,-1.6310266774601414,Lettuce,DSRed,Tech2,pCH1-5
pCH2,Rep6,LR,0.28908154175876144,-1.7904516011303329,Lettuce,DSRed,Tech1,pCH1-5
pCH2,Rep6,LR2,0.3311589269561628,-1.5944043458158426,Lettuce,DSRed,Tech2,pCH1-5
pCH3,Rep1,LR,0.061200925769072566,-4.030302713452413,Lettuce,DSRed,Tech1,pCH1-5
pCH3,Rep1,LR2,0.04615240684884155,-4.43745030336966,Lettuce,DSRed,Tech2,pCH1-5
pCH3,Rep2,LR,0.05614143868270802,-4.154790154890914,Lettuce,DSRed,Tech1,pCH1-5
pCH3,Rep2,LR2,0.0806268267540878,-3.6325962469814534,Lettuce,DSRed,Tech2,pCH1-5
pCH3,Rep3,LR,0.0851063999490217,-3.554588564002825,Lettuce,DSRed,Tech1,pCH1-5
pCH3,Rep3,LR2,0.1513081512207183,-2.7244383848677827,Lettuce,DSRed,Tech2,pCH1-5
pCH3,Rep4,LR,0.04603230728830204,-4.441209432853444,Lettuce,DSRed,Tech1,pCH1-5
pCH3,Rep4,LR2,0.0396027390777415,-4.658255973681574,Lettuce,DSRed,Tech2,pCH1-5
pCH3,Rep5,LR,0.04594378309949697,-4.44398653388231,Lettuce,DSRed,Tech1,pCH1-5
pCH3,Rep5,LR2,0.038461363670957,-4.700446274563122,Lettuce,DSRed,Tech2,pCH1-5
pCH3,Rep6,LR,0.06062491856940938,-4.043945285395237,Lettuce,DSRed,Tech1,pCH1-5
pCH3,Rep6,LR2,0.05236311744398372,-4.255305198926012,Lettuce,DSRed,Tech2,pCH1-5
pCH4,Rep1,LR,0.1917355357394835,-2.3828103479492744,Lettuce,DSRed,Tech1,pCH1-5
pCH4,Rep1,LR2,0.2870887143741708,-1.800431476416231,Lettuce,DSRed,Tech2,pCH1-5
pCH4,Rep2,LR,0.1855975656901943,-2.4297503067802615,Lettuce,DSRed,Tech1,pCH1-5
pCH4,Rep2,LR2,0.1619311775440441,-2.626547312101719,Lettuce,DSRed,Tech2,pCH1-5
pCH4,Rep3,LR,0.4091481915992164,-1.2893046195375033,Lettuce,DSRed,Tech1,pCH1-5
pCH4,Rep3,LR2,0.4348068161947648,-1.2015535381161921,Lettuce,DSRed,Tech2,pCH1-5
pCH4,Rep4,LR,0.16343385589766407,-2.6132212210963015,Lettuce,DSRed,Tech1,pCH1-5
pCH4,Rep4,LR2,0.1632689664622384,-2.614677499859148,Lettuce,DSRed,Tech2,pCH1-5
pCH4,Rep5,LR,0.18958123446872518,-2.399111927480099,Lettuce,DSRed,Tech1,pCH1-5
pCH4,Rep5,LR2,0.21125837923565582,-2.242919530098531,Lettuce,DSRed,Tech2,pCH1-5
pCH4,Rep6,LR,0.1910371099048896,-2.3880751787447796,Lettuce,DSRed,Tech1,pCH1-5
pCH4,Rep6,LR2,0.2185838649559737,-2.1937411843035544,Lettuce,DSRed,Tech2,pCH1-5
pCH5,Rep1,LR,0.4451358145286469,-1.1676825137462095,Lettuce,DSRed,Tech1,pCH1-5
pCH5,Rep1,LR2,0.4714161256113857,-1.084926985553261,Lettuce,DSRed,Tech2,pCH1-5
pCH5,Rep2,LR,0.4180341737583729,-1.2583072092881953,Lettuce,DSRed,Tech1,pCH1-5
pCH5,Rep2,LR2,0.39794242654892764,-1.3293683750244618,Lettuce,DSRed,Tech2,pCH1-5
pCH5,Rep3,LR,0.5434797790549575,-0.8797017361754099,Lettuce,DSRed,Tech1,pCH1-5
pCH5,Rep3,LR2,0.7444042691689118,-0.42584176559030273,Lettuce,DSRed,Tech2,pCH1-5
pCH5,Rep4,LR,0.43391366736845044,-1.204520066155738,Lettuce,DSRed,Tech1,pCH1-5
pCH5,Rep4,LR2,0.3894174409073766,-1.3606105951457776,Lettuce,DSRed,Tech2,pCH1-5
pCH5,Rep5,LR,0.4245443688287024,-1.2360127582017064,Lettuce,DSRed,Tech1,pCH1-5
pCH5,Rep5,LR2,0.4442739870615582,-1.1704784231229493,Lettuce,DSRed,Tech2,pCH1-5
pCH5,Rep6,LR,0.33232608086442694,-1.5893285750826238,Lettuce,DSRed,Tech1,pCH1-5
pCH5,Rep6,LR2,0.421766862396488,-1.2454823457355717,Lettuce,DSRed,Tech2,pCH1-5
pCL1,Rep1,LR,0.061706605860822064,-4.018431247685099,Lettuce,DSRed,Tech1,pCL1-5
pCL1,Rep1,LR2,0.09122878200928551,-3.4543671339025894,Lettuce,DSRed,Tech2,pCL1-5
pCL1,Rep2,LR,0.01816041778020821,-5.783058797580829,Lettuce,DSRed,Tech1,pCL1-5
pCL1,Rep2,LR2,0.037559415583319676,-4.734681574642622,Lettuce,DSRed,Tech2,pCL1-5
pCL1,Rep3,LR,0.20395998847908134,-2.293641933300568,Lettuce,DSRed,Tech1,pCL1-5
pCL1,Rep3,LR2,0.2880972864809204,-1.7953720227233367,Lettuce,DSRed,Tech2,pCL1-5
pCL1,Rep4,LR,0.12345026838798522,-3.017998121901245,Lettuce,DSRed,Tech1,pCL1-5
pCL1,Rep4,LR2,0.05174497185117536,-4.272437509535878,Lettuce,DSRed,Tech2,pCL1-5
pCL1,Rep5,LR,0.04396479923880061,-4.507507308944869,Lettuce,DSRed,Tech1,pCL1-5
pCL1,Rep5,LR2,0.04683183652941416,-4.41636657475876,Lettuce,DSRed,Tech2,pCL1-5
pCL1,Rep6,LR,0.0821371509832993,-3.605821283041505,Lettuce,DSRed,Tech1,pCL1-5
pCL1,Rep6,LR2,0.10990276480331215,-3.1857004145342063,Lettuce,DSRed,Tech2,pCL1-5
pCL2,Rep1,LR,0.6798112023574024,-0.5567939591738417,Lettuce,DSRed,Tech1,pCL1-5
pCL2,Rep1,LR2,0.24731345201310911,-2.015587381140949,Lettuce,DSRed,Tech2,pCL1-5
pCL2,Rep2,LR,0.2084798342381038,-2.262020252952142,Lettuce,DSRed,Tech1,pCL1-5
pCL2,Rep2,LR2,0.18193493823896917,-2.4585054744710555,Lettuce,DSRed,Tech2,pCL1-5
pCL2,Rep3,LR,1.158074112123938,0.21172758300965136,Lettuce,DSRed,Tech1,pCL1-5
pCL2,Rep3,LR2,1.1370778135452746,0.18533098543034826,Lettuce,DSRed,Tech2,pCL1-5
pCL2,Rep4,LR,0.15653350507020486,-2.6754566043424295,Lettuce,DSRed,Tech1,pCL1-5
pCL2,Rep4,LR2,0.17950504047994872,-2.477903739567013,Lettuce,DSRed,Tech2,pCL1-5
pCL2,Rep5,LR,0.19711218055865873,-2.342911164327354,Lettuce,DSRed,Tech1,pCL1-5
pCL2,Rep5,LR2,0.19441548661223435,-2.362784950178354,Lettuce,DSRed,Tech2,pCL1-5
pCL2,Rep6,LR,0.5362508785922669,-0.8990199885648423,Lettuce,DSRed,Tech1,pCL1-5
pCL2,Rep6,LR2,0.5089176429069232,-0.9744958880620956,Lettuce,DSRed,Tech2,pCL1-5
pCL3,Rep1,LR,0.06715735162850565,-3.8963108515152287,Lettuce,DSRed,Tech1,pCL1-5
pCL3,Rep1,LR2,0.09649766019509044,-3.3733622283874176,Lettuce,DSRed,Tech2,pCL1-5
pCL3,Rep2,LR,0.047817571328217665,-4.38631533286854,Lettuce,DSRed,Tech1,pCL1-5
pCL3,Rep2,LR2,0.055047494733049714,-4.183179282995981,Lettuce,DSRed,Tech2,pCL1-5
pCL3,Rep3,LR,0.17094893508822145,-2.5483626592334994,Lettuce,DSRed,Tech1,pCL1-5
pCL3,Rep3,LR2,0.251983408256517,-1.9885993516942362,Lettuce,DSRed,Tech2,pCL1-5
pCL3,Rep4,LR,0.053415303326589524,-4.226603060775153,Lettuce,DSRed,Tech1,pCL1-5
pCL3,Rep4,LR2,0.05399150455008095,-4.211123769677743,Lettuce,DSRed,Tech2,pCL1-5
pCL3,Rep5,LR,0.0639688695619268,-3.9664862011464415,Lettuce,DSRed,Tech1,pCL1-5
pCL3,Rep5,LR2,0.06555386337178545,-3.9311753825836426,Lettuce,DSRed,Tech2,pCL1-5
pCL3,Rep6,LR,0.08696973835403456,-3.5233426959544154,Lettuce,DSRed,Tech1,pCL1-5
pCL3,Rep6,LR2,0.11751826628914075,-3.0890430773600137,Lettuce,DSRed,Tech2,pCL1-5
pCL4,Rep1,LR,0.07149088740717441,-3.806096829426575,Lettuce,DSRed,Tech1,pCL1-5
pCL4,Rep1,LR2,0.10809805838177779,-3.2095874847485373,Lettuce,DSRed,Tech2,pCL1-5
pCL4,Rep2,LR,0.03359096973471917,-4.895782744566235,Lettuce,DSRed,Tech1,pCL1-5
pCL4,Rep2,LR2,0.04711962947840319,-4.407527995083685,Lettuce,DSRed,Tech2,pCL1-5
pCL4,Rep3,LR,0.28875145511971606,-1.7920998780947408,Lettuce,DSRed,Tech1,pCL1-5
pCL4,Rep3,LR2,0.4357641953264994,-1.198380432960789,Lettuce,DSRed,Tech2,pCL1-5
pCL4,Rep4,LR,0.04850763041648603,-4.365644483750171,Lettuce,DSRed,Tech1,pCL1-5
pCL4,Rep4,LR2,0.0677381653297259,-3.8838872774267212,Lettuce,DSRed,Tech2,pCL1-5
pCL4,Rep5,LR,0.052149662553691536,-4.261198272287419,Lettuce,DSRed,Tech1,pCL1-5
pCL4,Rep5,LR2,0.06116035753876521,-4.031259349166659,Lettuce,DSRed,Tech2,pCL1-5
pCL4,Rep6,LR,0.10345494253068536,-3.2729255236945036,Lettuce,DSRed,Tech1,pCL1-5
pCL4,Rep6,LR2,0.14732161095467958,-2.7629590166504308,Lettuce,DSRed,Tech2,pCL1-5
pCL5,Rep1,LR,0.0357645598397502,-4.805325503622248,Lettuce,DSRed,Tech1,pCL1-5
pCL5,Rep1,LR2,0.07296255016567285,-3.776700034736526,Lettuce,DSRed,Tech2,pCL1-5
pCL5,Rep2,LR,0.01823044682039955,-5.7775062681302725,Lettuce,DSRed,Tech1,pCL1-5
pCL5,Rep2,LR2,0.02132500934896464,-5.551309815748065,Lettuce,DSRed,Tech2,pCL1-5
pCL5,Rep3,LR,0.185989116594893,-2.426709892338799,Lettuce,DSRed,Tech1,pCL1-5
pCL5,Rep3,LR2,0.28795731753961146,-1.7960731107801615,Lettuce,DSRed,Tech2,pCL1-5
pCL5,Rep4,LR,0.021899099506368088,-5.512984642523943,Lettuce,DSRed,Tech1,pCL1-5
pCL5,Rep4,LR2,0.032397060326743686,-4.947993279270907,Lettuce,DSRed,Tech2,pCL1-5
pCL5,Rep5,LR,0.03137381534410026,-4.994295204957005,Lettuce,DSRed,Tech1,pCL1-5
pCL5,Rep5,LR2,0.03272160910973828,-4.9336124941369,Lettuce,DSRed,Tech2,pCL1-5
pCL5,Rep6,LR,0.03896284140707301,-4.681757298432052,Lettuce,DSRed,Tech1,pCL1-5
pCL5,Rep6,LR2,0.05197700279292259,-4.265982745276964,Lettuce,DSRed,Tech2,pCL1-5
pCM1,Rep1,LR,0.1962649702821983,-2.3491253938605183,Lettuce,DSRed,Tech1,pCM1-5
pCM1,Rep1,LR2,0.3345728907286531,-1.5796075413096067,Lettuce,DSRed,Tech2,pCM1-5
pCM1,Rep2,LR,0.19140536314329024,-2.3852968404457258,Lettuce,DSRed,Tech1,pCM1-5
pCM1,Rep2,LR2,0.1601898320029991,-2.642145518828656,Lettuce,DSRed,Tech2,pCM1-5
pCM1,Rep3,LR,0.5439267027390999,-0.8785158417930081,Lettuce,DSRed,Tech1,pCM1-5
pCM1,Rep3,LR2,0.6537974111509232,-0.6130844304269055,Lettuce,DSRed,Tech2,pCM1-5
pCM1,Rep4,LR,0.17844978101011177,-2.4864099639449186,Lettuce,DSRed,Tech1,pCM1-5
pCM1,Rep4,LR2,0.17270909359563827,-2.533584048268687,Lettuce,DSRed,Tech2,pCM1-5
pCM1,Rep5,LR,0.12820415412185068,-2.963485085396416,Lettuce,DSRed,Tech1,pCM1-5
pCM1,Rep5,LR2,0.1786992511191398,-2.4843945064450996,Lettuce,DSRed,Tech2,pCM1-5
pCM1,Rep6,LR,0.35332971986279643,-1.5009129901666847,Lettuce,DSRed,Tech1,pCM1-5
pCM1,Rep6,LR2,0.37645263250011846,-1.40945974700549,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep1,LR,0.26237805498582384,-1.930281035324238,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep1,LR2,0.23930383661108923,-2.0630845679841143,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep2,LR,0.2803126799465923,-1.834891088717767,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep2,LR2,0.26563994356997106,-1.9124559976847078,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep3,LR,0.23808540907274414,-2.0704488863051855,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep3,LR2,0.2942445684363796,-1.7649123105912676,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep4,LR,0.3110849344171047,-1.684619566836114,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep4,LR2,0.2876229027429305,-1.7977495360847766,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep5,LR,0.19809220241647948,-2.3357560029309528,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep5,LR2,0.20341999891793328,-2.2974665724205985,Lettuce,DSRed,Tech2,pCM1-5
pCM2,Rep6,LR,0.2983382008857331,-1.7449793746737887,Lettuce,DSRed,Tech1,pCM1-5
pCM2,Rep6,LR2,0.29867284622092877,-1.743362013593295,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep1,LR,0.73835689292502,-0.43760976749776775,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep1,LR2,0.6887943373132943,-0.5378548127269518,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep2,LR,0.7508822863507512,-0.41334133656033234,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep2,LR2,0.6968322350485162,-0.5211167311845606,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep3,LR,0.7392334900719102,-0.43589797711310035,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep3,LR2,0.699344411571487,-0.5159249690509852,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep4,LR,0.8202167545938311,-0.28592288094357937,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep4,LR2,0.6857698693889098,-0.5442035767878276,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep5,LR,0.6782604810487013,-0.5600886584765671,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep5,LR2,0.5896026640776059,-0.7621850517249575,Lettuce,DSRed,Tech2,pCM1-5
pCM3,Rep6,LR,0.5515973612831025,-0.858312539545418,Lettuce,DSRed,Tech1,pCM1-5
pCM3,Rep6,LR2,0.5081595557402581,-0.9766465385729919,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep1,LR,0.7015451848046538,-0.511392067600625,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep1,LR2,0.6480692425734742,-0.6257801296470309,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep2,LR,0.6360082405444875,-0.6528826367430655,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep2,LR2,0.6203756711229929,-0.6887859846552511,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep3,LR,0.5790937163806986,-0.7881312523432177,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep3,LR2,0.6893652677982387,-0.5366594814701272,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep4,LR,0.8647120043284299,-0.20970837729378483,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep4,LR2,0.8088780866362466,-0.306005817521556,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep5,LR,0.650303242829293,-0.6208154768879489,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep5,LR2,0.5934892949882876,-0.7527060872722356,Lettuce,DSRed,Tech2,pCM1-5
pCM4,Rep6,LR,0.5963440206588809,-0.7457832579706766,Lettuce,DSRed,Tech1,pCM1-5
pCM4,Rep6,LR2,0.5805099098307934,-0.7846073994731599,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep1,LR,0.0735743681050621,-3.7646529431711753,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep1,LR2,0.07358730997360102,-3.764399192740318,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep2,LR,0.03321404398733766,-4.91206280040932,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep2,LR2,0.04777554359378094,-4.387583901384334,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep3,LR,0.17323603322325845,-2.5291890519724185,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep3,LR2,0.2444873822360597,-2.032168083923312,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep4,LR,0.03798504151227575,-4.718424791868573,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep4,LR2,0.04546058144723004,-4.459240053228494,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep5,LR,0.05053967924861615,-4.30643968156444,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep5,LR2,0.052806020736969383,-4.243153760339244,Lettuce,DSRed,Tech2,pCM1-5
pCM5,Rep6,LR,0.09437298606396906,-3.4054822374856846,Lettuce,DSRed,Tech1,pCM1-5
pCM5,Rep6,LR2,0.09608657976861003,-3.3795212432011845,Lettuce,DSRed,Tech2,pCM1-5
