pCONS_label,replicate,GFP,mScarlet,log_GFP,log_mScarlet,exp
pNOS,1,263538,112953,5.420843245736206,5.052897770149197,hi
pNOS,2,381043,149310,5.580973987772683,5.174088895463686,hi
pCM2,1,131152,3864,5.117774917742545,3.5870371177434555,low
pCM2,2,165964,3936,5.220013893480345,3.595055089759304,low
pCH2,2,1070862,2880,6.029733507713237,3.459392487759231,low
pCH2,3,876222,2409,5.942614153154705,3.3818367999983434,low
pCH4,1,868793,5017,5.938916313080844,3.700444101027752,low
pCH4,2,911875,5524,5.959935309237527,3.7422536699065936,low
pCM5,1,599843,10471,5.778037595123667,4.019988159591286,low
pCM5,2,398020,7620,5.59990489536868,3.8819549713396007,low
pCM5,3,374308,5919,5.5732291092910895,3.7722483399718536,low
pCH2,1,1194321,3509,6.077121068663082,3.5451833682154064,low
pCM2,3,91872,2338,4.963183170816412,3.368844506825821,low
pCH2,3,1254004,3217,6.09829892180184,3.50745106090197,low
pCH4,1,632347,4236,5.800955462506026,3.626955951435448,low
pCH4,2,683073,4241,5.834467119205753,3.62746827245971,low
pCH4,3,611237,3873,5.786209635504596,3.588047496986083,low
pCM5,1,467833,8751,5.670090852813933,3.942057683841395,low
pCM5,2,382740,7095,5.582903852534104,3.850952399793493,low
pCM5,3,374482,6380,5.573430947566738,3.804820678721162,low
pCH2,1,1310422,3612,6.1174111756239125,3.557747741641468,low
pCM2,1,133941,3275,5.126913537043499,3.515211304327802,low
pCM2,2,162859,4503,5.211811763774912,3.653501946962933,low
pCH2,2,1061595,2845,6.025958864380189,3.45408227073109,low
pCH4,1,684668,4610,5.83548003029439,3.663700925389648,low
pCH4,2,676396,4359,5.830201030647963,3.639386869017684,low
pCM5,1,569624,9704,5.755588279168099,3.986950787858517,low
pCM5,3,365948,6060,5.563419377969574,3.782472624166286,low
pCH2,1,1480181,3607,6.170314825188799,3.5571461423183632,low
pCM2,1,133915,3372,5.126829225648085,3.527887565952705,low
pCM2,2,202984,4996,5.3074618064572245,3.6986224297020978,low
pCM2,3,173015,4449,5.238083757087338,3.648262405748045,low
pCH2,3,1025537,2566,6.010951333749685,3.4092566520389096,low
pCH4,2,821865,5254,5.91480048594629,3.720490068450052,low
pCH4,3,664389,4123,5.822422433413842,3.6152133348013584,low
pCM5,1,541255,9615,5.733401921301153,3.9829492885744986,low
pCM2,2,269896,6423,5.431196448132655,3.807737922014101,low
pCM2,3,133959,2985,5.126971896884379,3.474944335465388,low
pCH2,2,1036264,2825,6.01547041094716,3.451018452155457,low
pCH2,3,1084323,2865,6.03515866986158,3.457124626303409,low
pCH4,2,744506,4671,5.871868202096779,3.669409867287783,low
pCH4,3,645603,4631,5.80996553980636,3.665674780993893,low
pCM5,2,388346,7071,5.589218836239944,3.8494808372439855,low
pCH2,1,1285105,3318,6.108938613315273,3.5208763816883417,low
pCM2,1,140450,3338,5.147521743537597,3.523486332343228,low
pCM2,3,197033,4664,5.294538969906083,3.668758541750958,low
pCH2,2,855432,2397,5.932185492312516,3.379668034033654,low
pCH2,3,1409142,3171,6.148954759403945,3.501196242027089,low
pCH4,1,704261,4397,5.847733639047221,3.643156465619706,low
pCH4,3,609662,4115,5.785089126456034,3.6143698395482886,low
pCM5,1,600079,8821,5.778208428726269,3.94551782207784,low
pCM5,2,427379,8575,5.630813178548256,3.933234128714808,low
pCM5,3,393162,7519,5.594571535640713,3.876160084825628,low
pCH2,1,1189252,4192,6.075273890458333,3.6224212739756703,low
pCM2,1,156602,3833,5.194797304231614,3.583538819254352,low
pCM2,2,178097,4321,5.250656603941519,3.63558426631123,low
pCM2,3,150874,3369,5.178614404590601,3.52750101098112,low
pCH2,2,849805,2407,5.929319282020643,3.38147609027503,low
pCH4,1,766496,4782,5.884509892807536,3.679609571779756,low
pCH4,2,677578,4392,5.83095929662355,3.642662331442036,low
pCH4,3,701046,4976,5.845746515670977,3.696880371682762,low
pCM5,1,635484,11269,5.803104620508932,4.051885378889872,low
pCM5,2,480687,10372,5.681862376955756,4.015862508097314,low
pCM5,3,435130,6951,5.63861902672023,3.842047288509638,low
pCH2,1,1130504,3299,6.053272103324328,3.518382315545344,low
pCM2,1,121598,3408,5.084926431876626,3.532499586094662,low
pCM2,2,242493,5596,5.384699206421782,3.74787770581979,low
pCM2,3,139995,3445,5.146112524884047,3.5371892262436444,low
pCH2,2,820405,2455,5.914028298534204,3.3900514964589874,low
pCH2,3,945043,2428,5.975451569607529,3.38524868240322,low
pCH4,1,661267,4257,5.820376850126478,3.629103650177136,low
pCH4,3,621691,3686,5.793574580286559,3.566555330883055,low
pCM5,2,345812,6944,5.5388400596243095,3.8416097121684354,low
pCM5,3,420065,6573,5.623316497438736,3.817763632280368,low
pCH5,1,1286899,4638,6.109544463404844,3.666330744301968,low
pCM4,1,294085,3852,5.468472873594584,3.585686278452497,low
pCM4,2,437052,6000,5.640533111957918,3.778151250383644,low
pCM4,3,238198,3230,5.376938110662248,3.509202522331103,low
pCH5,3,1144191,3684,6.058498527361034,3.566319621524811,low
pCL2,2,35321,4162,4.548032990724727,3.619302075875608,low
pCL2,3,34294,3470,4.535218143517183,3.5403294747908736,low
pCM3,1,744134,5019,5.871651148207819,3.700617195682057,low
pCM3,2,646164,3184,5.810342758328996,3.5029730590656314,low
pCM4,1,260001,3360,5.414975018330997,3.526339277389844,low
pCM4,2,264962,4034,5.423183593281438,3.6057358938767465,low
pCL2,1,59620,5438,4.775391971696612,3.735439203251482,low
pCL2,2,30632,4253,4.486175353339632,3.628695382714023,low
pCL2,3,29280,3928,4.466571072386354,3.594171479114912,low
pCM3,1,713462,4409,5.853370846925373,3.6443400988263215,low
pCM3,2,763865,4145,5.883016611277716,3.617524534886293,low
pCM3,3,799589,4155,5.9028668108685896,3.61857102812013,low
pCH5,1,1215849,4446,6.08487964192784,3.647969458362972,low
pCM4,2,370340,4688,5.568600622233319,3.670987603010034,low
pCM4,3,191863,2227,5.28299123088377,3.347720217034038,low
pCH5,2,1149353,4231,6.060453433742528,3.6264430253312954,low
pCH5,3,1059747,3739,6.025202195813233,3.5727554651542195,low
pCL2,1,46969,4705,4.671811313874859,3.672559627763276,low
pCL2,2,39405,4010,4.595551331841752,3.603144372620182,low
pCL2,3,18084,2730,4.257294498362256,3.436162647040756,low
pCM3,2,771180,3849,5.887155757925028,3.585347911094591,low
pCM3,3,478452,2910,5.679838374336947,3.463892988985908,low
pCH5,1,1269673,4272,6.103691884277481,3.6306312440205,low
pCM4,1,375754,4275,5.574903612462355,3.630936119064192,low
pCM4,2,370650,5263,5.568964004457761,3.7212333700172775,low
pCM4,3,258892,3147,5.413118630544818,3.49789674291322,low
pCH5,2,1044860,3803,6.0190581035565085,3.5801263254115825,low
pCL2,1,44688,4724,4.650190918356929,3.674309888941477,low
pCM3,1,602397,4235,5.779882800366134,3.6268534146667255,low
pCM4,1,291694,3649,5.464927495992864,3.5621738633646483,low
pCM4,3,203456,3167,5.30847050189866,3.500648063371912,low
pCH5,2,985915,4056,5.993839474147887,3.60809794632528,low
pCH5,3,1060707,3867,6.025595434931943,3.5873741720730656,low
pCL2,1,40572,4653,4.608226416813394,3.667733052533267,low
pCL2,2,30912,4011,4.490127104735399,3.603252661981647,low
pCL2,3,22333,2635,4.348947065925597,3.420780619548565,low
pCM3,1,805668,4916,5.906156114420504,3.691611874214416,low
pCM3,3,591592,3477,5.77202229247268,3.5412046906832586,low
pCH5,1,1301857,4610,6.114563282602648,3.663700925389648,low
pCH5,2,1266251,4159,6.102519801345087,3.6189889203649335,low
pCH5,3,1029388,3595,6.012579101193965,3.555698894718901,low
pCL2,1,52436,5198,4.71962955479179,3.715836275164994,low
pCL2,2,41034,4559,4.613143854116673,3.6588695922019614,low
pCL2,3,37829,4142,4.577824860980239,3.617210094557434,low
pCM3,2,713920,3059,5.853649548603744,3.485579476984679,low
pCM3,3,604413,3123,5.781333796778086,3.4945719842301988,low
pCH5,1,1173821,4657,6.069601874901987,3.668106237932731,low
pCM4,1,338837,4741,5.529990827923311,3.675869955318957,low
pCM4,2,477222,6319,5.678720456495301,3.800648355363988,low
pCM4,3,236990,2513,5.374730020961813,3.400192488592576,low
pCH5,2,1135054,4047,6.05501652350637,3.6071332043915674,low
pCH5,3,1136020,3685,6.0553859773373055,3.56643749219507,low
pCL2,3,21943,2928,4.341296003110066,3.4665710723863543,low
pCM3,1,612172,3996,5.786873461616124,3.601625479553945,low
pCM3,2,744084,3930,5.871621966026038,3.5943925503754266,low
pCM3,3,645939,3685,5.810191506827504,3.56643749219507,low
pCH5,1,1131652,4439,6.053712895301561,3.6472851450253674,low
pCM4,1,270020,3573,5.431395932929188,3.55303301620244,low
pCM4,2,321601,4672,5.507317390492479,3.669502834104343,low
pCM4,3,234371,2316,5.369903873049386,3.3647385550553985,low
pCH5,2,1288592,4946,6.11011543077671,3.6942541120252783,low
pCH5,3,1136928,3877,6.055732962319404,3.58849580100721,low
pCL2,1,44897,4910,4.652217322585198,3.6910814921229687,low
pCL2,2,40205,5000,4.604280066452104,3.6989700043360183,low
pCM3,1,644349,4234,5.80912115884976,3.626750853683393,low
pCM3,2,708379,2865,5.85026567798486,3.457124626303409,low
pCM3,3,656762,3429,5.817408016724452,3.535167485114944,low
pCH3,1,710250,5630,5.851411242394973,3.750508394851346,low
pCL1,1,21762,5842,4.337698805964078,3.766561552637531,low
pCL1,2,20890,3710,4.319938439980309,3.569373909615046,low
pCL1,3,23527,4243,4.371566552483734,3.627673031766616,low
pCH3,3,682015,5086,5.8337939264828576,3.7063763558396894,low
pCL4,1,711,53,2.851869600729766,1.7242758696007892,low
pCL4,2,27436,3587,4.438320794186449,3.5547313766759667,low
pCL4,3,25997,3826,4.414923234177824,3.582744965691277,low
pCH1,1,518007,4662,5.714335628549929,3.668572269184558,low
pCH3,1,535091,5285,5.728427646389677,3.723044991643445,low
pCL1,1,21866,5291,4.33976934376873,3.723537761532057,low
pCL1,2,21931,4340,4.341058434895962,3.637489729512511,low
pCL1,3,19591,4091,4.292056604621469,3.6118294794983736,low
pCH3,2,427418,4500,5.630852807804807,3.653212513775344,low
pCH3,3,543891,4182,5.735511872415693,3.621384028481653,low
pCL4,1,657,52,2.8175653695597807,1.7160033436347992,low
pCL4,2,40173,5986,4.603934264761215,3.7771367125041726,low
pCL4,3,36291,5083,4.559798935367775,3.706120109702704,low
pCH1,1,463068,3995,5.665644770405261,3.60151678365001,low
pCL1,2,24270,5270,4.385069776331934,3.7218106152125463,low
pCL1,3,24375,5040,4.386944624370575,3.702430536445525,low
pCH3,2,535458,4129,5.728725411519721,3.6158448828747023,low
pCL4,1,656,49,2.8169038393756605,1.6901960800285136,low
pCL4,2,38377,5643,4.584071022135546,3.751510050270041,low
pCL4,3,31618,4529,4.499934395120714,3.656002320682957,low
pCH1,1,578437,5089,5.762256065029718,3.706632450873295,low
pCH1,2,366778,3221,5.564403278019948,3.5079907248196918,low
pCH1,3,329691,3009,5.518107091808951,3.4784221877400805,low
pCH3,1,622642,5009,5.794238412448373,3.699751031689514,low
pCL1,1,23497,6147,4.37101241688384,3.7886632131208575,low
pCL1,2,19632,3816,4.292964545382929,3.5816083660320577,low
pCH3,2,605784,3753,5.782317798538808,3.5743785644130823,low
pCH3,3,688254,5107,5.837748744108781,3.70816585785554,low
pCH1,2,434579,3430,5.638068736240207,3.5352941200427703,low
pCH1,3,346523,3098,5.539732065619054,3.491081413423187,low
pCH3,1,542795,4695,5.734635838467415,3.6716355966021297,low
pCL1,1,23910,5235,4.378579576115775,3.718916686014861,low
pCH3,2,567456,3646,5.753932192388456,3.561816664318957,low
pCH3,3,600442,4213,5.778471062868838,3.624591459126848,low
pCL4,2,25675,3496,4.409510452269316,3.543571423962365,low
pCL4,3,31630,5061,4.500099191915723,3.704236337308788,low
pCH1,1,439339,4652,5.642799757176097,3.667639706056411,low
pCH1,2,378992,3219,5.578630042705475,3.5077209766856137,low
pCH1,3,406385,3346,5.608937669410082,3.524525936626376,low
pCL1,1,21178,5069,4.325884943968999,3.7049222912234017,low
pCL1,2,19815,4116,4.296994076670209,3.614475366090395,low
pCL1,3,21312,3979,4.328624207490207,3.599773939146388,low
pCL4,1,719,48,2.8567288903828825,1.6812412373755872,low
pCL4,2,34031,4541,4.5318747110147335,3.657151501900967,low
pCL4,3,29141,4809,4.4645044509010345,3.682054777073808,low
pCH1,2,421278,3697,5.624568779971674,3.5678494505731067,low
pCH1,3,326193,3045,5.513474636980185,3.4835872969688944,low
pCH3,1,569961,5968,5.75584513977028,3.775828814464613,low
pCL1,1,22251,5422,4.347349533731457,3.734159513244467,low
pCL1,3,21885,4817,4.340146550949133,3.682776646314434,low
pCH3,2,498350,3844,5.697534462596961,3.584783378996508,low
pCH3,3,594171,4756,5.773911451157776,3.677241845946654,low
pCL4,1,820,53,2.9138138523837167,1.7242758696007892,low
pCL4,2,29734,4693,4.473253337091734,3.671450554212495,low
pCL4,3,33279,4814,4.522170267708623,3.682506085939011,low
pCH1,1,504345,3929,5.702727719655842,3.594282028811806,low
pCH1,2,336918,3232,5.527524213984531,3.5094713521025485,low
pCH1,3,305646,3243,5.485218716535762,3.5109469486729727,low
pCH3,1,639275,5557,5.805687720898211,3.744840396785379,low
pCL1,2,25017,4278,4.398235228556343,3.631240780235509,low
pCL1,3,21290,4685,4.328175661438323,3.670709595223797,low
pCH3,2,488763,3893,5.689098321817081,3.590284403718162,low
pCH3,3,692001,4903,5.840106722049486,3.6904618932461775,low
pCL4,1,772,48,2.887617300335736,1.6812412373755872,low
pCH1,1,487150,3923,5.687662706885836,3.593618308129536,low
pCH1,2,409635,3595,5.612397056506535,3.555698894718901,low
pCH1,3,337331,2652,5.528056253760513,3.423573519732736,low
pNOS,1,211479,3270,5.325267248132219,3.514547752660286,low
pNOS,2,407750,3580,5.610393969712313,3.5538830266438746,low
pNOS,3,243809,2928,5.387049733186358,3.4665710723863543,low
pCM1,2,235900,4681,5.372727940885596,3.670338641127442,low
pCM1,3,165416,4333,5.2185775147427655,3.636788689034375,low
pCL5,1,127485,2397,5.105459088295781,3.379668034033654,low
pCL5,2,120551,2421,5.081170817307256,3.383994789441733,low
pCL3,1,48794,5250,4.688366421857318,3.720159303405957,low
pCL3,2,21826,2305,4.33897415086708,3.362670929725667,low
pCL3,3,23270,2623,4.36679638328673,3.4187982905903533,low
pCM1,1,76013,1926,4.880887873142014,3.284656282788516,low
pNOS,2,575586,4077,5.760110222031959,3.6103407114521566,low
pNOS,3,277103,2973,5.442641227609705,3.473194909204938,low
pCM1,2,173298,4410,5.238793550630963,3.644438589467839,low
pCM1,3,264237,7192,5.421993629973239,3.856849678725173,low
pCL5,2,105532,2277,5.023384168791824,3.3573630306151427,low
pCL5,3,144245,2891,5.159100768031968,3.4610480916706576,low
pCL3,2,25288,2593,4.402914482831523,3.4138025167693518,low
pCL3,3,18757,2572,4.273163378412345,3.4102709642521845,low
pCM1,1,110895,2761,5.044911965253198,3.4410664066392638,low
pNOS,2,410353,3240,5.613157612801749,3.510545010206612,low
pCM1,2,161244,4909,5.207483563211975,3.6909930320998696,low
pCM1,3,189422,5453,5.277430417770415,3.736635497686821,low
pCL5,1,126302,2255,5.101410227689826,3.35314654621398,low
pCL5,2,142465,2151,5.153708182422587,3.3326404103874627,low
pCL5,3,192666,3716,5.284805080949194,3.570075705321604,low
pCL3,1,37615,4004,4.575361066155207,3.602494068807281,low
pCL3,2,24702,2765,4.392732117381129,3.441695135640717,low
pCL3,3,25306,2850,4.403223503703725,3.45484486000851,low
pCM1,1,83932,2101,4.923927571958751,3.322426052405953,low
pNOS,1,223496,2286,5.349269754790224,3.359076226059263,low
pCM1,2,149742,4201,5.17534362940083,3.623352681537992,low
pCM1,3,194455,5644,5.288819114593234,3.7515870050823104,low
pCL5,1,141880,2268,5.151921179799905,3.355643050220869,low
pCL5,2,91122,2376,4.959623243329951,3.375846436309156,low
pCL3,1,36164,3892,4.558276460571353,3.5901728315963144,low
pCL3,3,22967,2609,4.361104270400305,3.4164740791002206,low
pNOS,1,179340,2482,5.253677165422924,3.3948017771627117,low
pNOS,3,340111,3597,5.531620678278052,3.555940437818511,low
pCM1,2,161726,3958,5.208779845192889,3.5974757898703773,low
pCM1,3,139656,4333,5.145059598905017,3.636788689034375,low
pCL5,1,96494,2331,4.984500309738579,3.3675422735205767,low
pCL5,3,152972,2891,5.184611944815433,3.4610480916706576,low
pCL3,1,22104,3010,4.344470871908455,3.478566495593844,low
pCL3,2,21761,2352,4.33767884895367,3.371437317404101,low
pCM1,1,148999,3129,5.1731833536744265,3.495405563146193,low
pNOS,1,202664,3280,5.3067766101144,3.515873843711679,low
pNOS,2,270558,2621,5.4322603799041165,3.4184670209466006,low
pNOS,3,246639,2774,5.392061750871216,3.443106456737266,low
pCL5,1,138370,2407,5.14104194093905,3.38147609027503,low
pCL5,3,116243,2811,5.065366809709039,3.4488608456074408,low
pCL3,3,23860,2496,4.377670439334323,3.397244581010386,low
pCM1,1,74652,1584,4.873041447390294,3.1997551772534747,low
pNOS,1,196054,2570,5.292375707438093,3.4099331233312946,low
pNOS,2,283861,2416,5.453105728389642,3.3830969299490943,low
pNOS,3,393216,4054,5.594631181007343,3.60788374435699,low
pCM1,2,175696,4352,5.244761874200461,3.638688886690124,low
pCL5,2,140977,2698,5.149148264514532,3.4310419453358856,low
pCL5,3,146072,2665,5.164566975613318,3.425697213362591,low
pCL3,1,24594,3125,4.3908291687001455,3.494850021680094,low
pCL3,2,31176,3312,4.493820392784634,3.5200903281128424,low
pCM1,1,147090,3526,5.167583147965841,3.547282307963304,low
pNOS,1,171300,2599,5.233757362965511,3.414806279501013,low
pNOS,2,221819,2368,5.345998743083426,3.374381698050882,low
pNOS,3,309196,3426,5.490233866911344,3.534787358629492,low
pCM1,3,213388,5871,5.329169992968878,3.768712080377664,low
pCL5,1,134521,2766,5.128790087105783,3.441852175773292,low
pCL5,2,143611,3601,5.15718770631532,3.556423121371285,low
pCL5,3,124402,2918,5.09482736252507,3.4650852875574327,low
pCL3,1,58426,4332,4.766606154367906,3.636688447953283,low
pCL3,2,24624,2522,4.391358602487403,3.401745082237063,low
pCL3,3,21914,2693,4.340721657313007,3.4302363534115106,low
35s,1,916289,4391,5.962032472914488,3.642563437104388,low
no prom.,1,647,36,2.810904280668701,1.5563025007672873,low
no prom.,2,635,49,2.8027737252919755,1.6901960800285136,low
no prom.,3,635,38,2.8027737252919755,1.57978359661681,low
35s,3,1014473,4124,6.006240492860688,3.615318656611479,low
35s,1,814951,3618,5.911131496998434,3.558468562523795,low
no prom.,1,625,35,2.7958800173440754,1.5440680443502757,low
no prom.,2,613,50,2.787460474518415,1.6989700043360187,low
no prom.,3,604,42,2.781036938621132,1.6232492903979006,low
35s,2,946852,4985,5.976282100854978,3.697665162647674,low
35s,3,883868,3954,5.946387410768619,3.597036664977653,low
35s,1,935570,4031,5.971076287267784,3.605412798153051,low
no prom.,2,679,50,2.8318697742805017,1.6989700043360187,low
no prom.,3,655,36,2.816241299991783,1.5563025007672873,low
35s,3,943838,4648,5.974897458552691,3.6672661193822735,low
35s,1,977182,4735,5.989975458534031,3.675319983339292,low
no prom.,2,653,50,2.814913181275074,1.6989700043360187,low
no prom.,3,640,38,2.806179973983887,1.57978359661681,low
35s,2,936806,4171,5.971649663616983,3.620240189845832,low
no prom.,1,631,42,2.8000293592441343,1.6232492903979006,low
35s,2,969790,4033,5.98667770157038,3.605628222007619,low
35s,3,996961,4600,5.998678169529231,3.662757831681574,low
35s,1,1206183,4394,6.08141320321119,3.642860052584492,low
no prom.,1,648,34,2.8115750058705933,1.5314789170422551,low
no prom.,3,687,38,2.8369567370595505,1.57978359661681,low
35s,2,886379,3704,5.947619458246091,3.5686709780098966,low
35s,3,1022297,4714,6.00957708632975,3.673389578188305,low
35s,1,923831,4196,5.965592531306341,3.62283547952152,low
no prom.,1,649,33,2.812244696800369,1.5185139398778875,low
35s,2,1242657,6741,6.094351270585414,3.828724327138792,low
no prom.,1,665,36,2.8228216453031045,1.5563025007672873,low
no prom.,2,692,51,2.840106094456758,1.7075701760979365,low
no prom.,3,700,39,2.845098040014257,1.591064607026499,low
35s,2,895601,4064,5.952114569826867,3.608953699275863,low
35s,3,1077131,4221,6.032268525133979,3.625415352154408,low
